,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,45.0,,,,,,,0.574692056169708,0.0,4.687401319857335,1.0,1.0,5.856999093864451,9,1,0.49056603773584906,,,,,,
1,46.0,,,,,,,1.288407780162005,0.0,4.6792195776238055,1.1392323244131777,1.0,4.530335816308144,9,1,0.6156351791530945,,,,,,
2,47.0,,,,,,,0.6535213435902641,0.0,4.298581401941771,1.0,1.0,4.078068533102915,9,1,0.7078189300411523,,,,,,
3,48.0,,,,,,,1.570900298992986,0.0,5.332257567885371,2.228229157552901,1.0,6.421659323390533,9,1,0.75390625,,,,,,
4,49.0,959.1806703404278,383.95509545123,1901.6038725423327,1120.8858726895846,211.7649336415787,25321.012348994973,1.077769430499739,0.0,3.2535158690847115,1.0,1.0,3.5144130403788574,9,1,0.7035175879396985,1363.4068099838937,545.7647428199626,2702.994075970887,1593.2592047516237,301.0087271048154,35992.010410357136
5,50.0,272.434559847987,184.29590612231385,433.9152797520754,197.5436906430033,134.40650477939735,271.8405787495786,0.0585323572909124,0.0,5.590221283145112,1.0,1.0,6.066604305454184,9,1,0.7664376840039254,355.4555908900112,240.45778276394086,566.1455442603902,257.7426642320363,175.3652091808014,354.6806014671198
6,51.0,276.2692541824414,204.7394111219957,440.1560441700917,221.0242626970421,148.49862286789295,330.28128538167823,0.8124191301694214,0.0,6.762382876791676,1.327322015829454,1.0,7.57335332539156,9,1,0.7766548762001011,355.7168861594349,263.61697762552336,566.7331238858891,284.5849159905311,191.2028462300326,425.26132971395003
7,52.0,361.6839342896908,261.34353741661823,590.7436930371767,338.64057668948635,217.94426682488012,512.0726408662043,0.2168008170802028,0.0,2.7011127953057867,1.0,1.0,3.279959284540189,9,1,0.6892596454640251,524.742652017872,379.1655860552751,857.0698965546936,491.3106097507071,316.200532352587,742.9314108785021
8,53.0,489.5014879000311,263.59218192352967,952.4075170071428,569.084746754852,337.8225963173671,1223.907866922366,1.3967504965020012,0.0,9.548115529083097,1.0,1.0,10.341527919270993,9,1,0.5145693243675953,951.2838498517717,512.2578619459758,1850.8828099647212,1105.94378600834,656.5152260728919,2378.5091900426564
9,54.0,795.4341713245844,608.391976742224,1234.4496694803347,814.8707706262875,623.2110155547184,1005.2383547695208,0.9749417496138432,0.0,2.770603195004884,1.0,1.0,2.835126185538633,9,1,0.5390271493212669,1475.6848005266163,1128.6852202311145,2290.1437729708623,1511.7434653381704,1156.1774139567074,1864.9122888064144
10,55.0,1439.2429224517575,929.6793834069114,2303.4121950473477,1459.520767695955,1235.425554194405,1983.7537179936696,1.2026475904114045,0.0,3.026755880961445,1.125802931019337,1.0,3.0264868027562195,9,1,0.7322274881516587,1965.5680041250541,1269.6592226463322,3145.7603440452453,1993.2613720637316,1687.2154817800615,2709.2041067745263
11,56.0,1509.0703112517056,1150.9923683738068,2453.521563031637,1582.4778857461336,1197.7066290748444,2263.685289024355,0.693920617326006,0.0,1.81441776396343,1.0,1.0,1.5795961711582172,9,1,0.6764807758919293,2230.7659951785326,1701.441355604291,3626.8902982449235,2339.279905862308,1770.496179282681,3346.2669889469084
12,57.0,2394.334285991158,1647.8646090072118,3774.264243679062,2408.3274413244712,1933.214033809733,3254.0202593170648,0.7165913294583719,0.0,1.9886273786959048,1.0,1.0,2.032283918192489,9,1,0.8211229946524065,2915.926483102224,2006.8426042614692,4596.466385984921,2932.967968268812,2354.3537891398246,3962.890188813358
13,58.0,2797.704065173861,1803.0560978219976,4494.735607814324,2644.023299551156,2154.632207177682,3419.9577574745044,2.818965337584093,0.0,3.9707011686043634,2.443796006517288,1.0,3.969436415080513,9,1,0.7913704339298848,3535.2648332850617,2278.3970951102624,5679.686042216427,3341.0690950647972,2722.659471213682,4321.563721418372
14,59.0,2451.627181130244,1658.373843763023,4045.808793631167,2482.3939500179004,2040.2533455529413,3255.1379919331807,1.1052878188666684,0.3918608433458119,2.23895433306923,1.0,1.0,2.250299143855934,9,1,0.7048955314930608,3478.000741382737,2352.6519458143966,5739.586382483679,3521.648016068233,2894.4052762420242,4617.901300974874
15,60.0,2402.997808918326,1696.3450452046668,3793.70104599558,2419.323797468288,2020.3290068492088,3027.7734011245125,1.3182584604529604,0.3535898387678495,2.899520338497706,1.1594287191747583,1.0,2.9535081790816364,9,1,0.9068239258635215,2649.9056105407403,1870.6443410051463,4183.503476028199,2667.9090928974897,2227.9176246098205,3338.8768368030437
16,61.0,2091.8973220546222,1595.4959739988806,3254.642167232381,2052.861511351732,1674.7794599741944,2502.0981915896846,0.8265605393833089,0.3517730173777091,2.182454027229125,1.0,1.0,2.1840802021918995,9,1,0.9124056999161777,2292.727152238093,1748.669450602356,3567.099775386523,2249.9437602596386,1835.564442580812,2742.3088126472153
17,62.0,1847.0480602590776,1415.582056613538,2901.346853721094,1900.0349005224537,1503.2109416094188,2510.0333500128136,1.0755474253613009,0.0859724635876011,2.9204679026640257,1.2717152998116816,1.0,3.0222175924080483,9,1,0.8843176288431763,2088.6704053104777,1600.762000487695,3280.8877252809066,2148.588740685846,1699.854093800946,2838.3843860450047
18,63.0,1806.7502794427844,1491.1942089451788,2832.6147006980827,1830.722769603257,1419.7072379909894,2302.261397549649,1.1802326244841832,0.2597458265503022,2.693309142632353,1.2879660836828166,1.0,2.9001350803755703,9,1,0.8271045677614194,2184.427882356885,1802.908927200264,3424.735893267559,2213.4115092099623,1716.4785364847698,2783.519142906901
19,64.0,1772.5077219748923,1428.4612393725945,2741.6007919176827,1853.1186019533525,1512.0990444320246,2472.3213885326977,0.6084058176824607,0.0,2.5411214817832968,1.0,1.0,2.75242169005015,9,1,0.9254335260115607,1915.3268950759298,1543.5589907024287,2962.50429107907,2002.432967757214,1633.9358818659603,2671.5277964781803
20,65.0,1594.979095148015,1314.1221744844845,2434.2397478966705,1712.622538161992,1427.9619811876505,2140.260835591087,0.5856607635586557,0.0,2.3700284842885364,1.0,1.0,2.786792006981572,9,1,0.9219622641509434,1729.9830558866404,1425.353537321498,2640.281324462253,1857.5842035565156,1548.8290971460683,2321.419128322029
21,66.0,1343.351078478213,1150.85602844705,2053.453480206509,1464.5383650066829,1206.2402923305597,1844.3485473168512,1.274351328129238,0.0,2.7175603589395734,1.4390520368971738,1.0,3.010622722999926,9,1,0.830253807106599,1618.000504158767,1386.1496551972905,2473.2840278838485,1763.964648485672,1452.8572853333349,2221.4273894682055
22,67.0,1279.3788550904465,989.5997505960756,1944.781776645608,1422.9019615837465,1168.7013188165593,1756.707945181597,0.9193125975237342,6.121191812333614e-06,1.9350982780945285,1.0857884568681158,1.0,1.9608848811531692,9,1,0.8263783125190375,1548.1757394994233,1197.514184005498,2353.379496029315,1721.852981894375,1414.2449058882285,2125.7914426948705
23,68.0,1035.907848420199,825.091751972197,1598.6352863502666,1140.12271892595,910.9582260341074,1393.4615256919433,0.8512627716684746,0.0,2.1517306383458417,1.0,1.0,2.0515537968899573,9,1,0.855489417989418,1210.8949878711562,964.4675137085133,1868.6792060004661,1332.7139938276277,1064.8386840073988,1628.84717962599
24,69.0,941.7540203845348,764.4564680499014,1473.2101494194053,959.3670823485164,769.3990731547071,1199.0198108882275,0.99034540791302,0.0,3.298433609039988,1.296699154209839,1.0,3.3188666461023124,9,1,0.9554455445544554,985.6700109724147,800.1046971299487,1541.9090683042482,1004.104407432126,805.2777864106262,1254.9326518104765
25,70.0,712.6690390015124,633.9328894421867,1094.7596054025062,741.4576368884993,582.5191615228752,1016.8405864454083,3.9676966600574257,1.4157733623260846,8.128054280649874,4.659573687677497,1.276253876870571,8.450154629869898,9,1,0.9720149253731343,733.1873414679667,652.1843162015588,1126.2785959611197,762.8047857432547,599.2903465955108,1046.116227130017
26,71.0,,,,,,,4.887909432053574,2.1916232176825177,9.876362309670212,5.072447632740602,1.9190532827808449,9.966855503119891,9,1,0.9545861965939647,,,,,,
27,72.0,,,,,,,1.7601249420392475,0.0284976002359115,4.567387800653381,2.3407086777402117,1.0,5.130967991730357,9,1,0.9408999328408327,,,,,,
28,73.0,,,,,,,1.1550173440338731,0.0,2.881525074935684,1.3343749662328896,1.0,3.31562929663226,9,1,0.9729043183742591,,,,,,
29,74.0,,,,,,,2.2493750575204743,0.5864228888393587,3.385789642055105,1.3230791761140102,1.0,2.905530626207136,9,1,0.5509964830011723,,,,,,
