,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,45.0,,,,,,,1.0,1.0,3.661351592660536,1.0,1.0,5.133873432302921,9,1,0.49056603773584906,,,,,,
1,46.0,,,,,,,1.2336349734080303,1.0,5.032966628610146,1.3967716850629497,1.0,5.227392686969717,9,1,0.6156351791530945,,,,,,
2,47.0,,,,,,,1.0,1.0,3.2569953426724565,1.0,1.0,3.303518663937895,9,1,0.7078189300411523,,,,,,
3,48.0,,,,,,,2.1327393786718467,1.0,6.589436796946486,2.8731844066262173,1.0,7.2287092209398995,9,1,0.75390625,,,,,,
4,49.0,916.9427005628726,422.3559947800262,2946.1307383813355,757.8578740231928,177.6345787795198,9115.218964406904,1.0,1.0,3.0821297231047238,1.0,1.0,3.527615539852858,9,1,0.7035175879396985,1303.3685529429401,600.3488782944657,4187.714406699184,1077.2408352186812,252.49486555088885,12956.632670835526
5,50.0,269.4743752679648,158.82325232973466,514.4330097146876,205.4687779567313,153.59325429913306,307.32925872441893,1.0,1.0,6.960073843413194,1.0,1.0,7.041499783397546,9,1,0.7664376840039254,351.59332701415633,207.22265572855264,671.2000472461801,268.0828229678735,200.39888108939385,400.9840136237937
6,51.0,291.3563788689455,173.7697037761605,550.6631002130175,283.1109791939151,199.5809688334161,467.6145598635606,1.0000129844287753,1.0,7.572421234682252,1.0,1.0,7.792965504489858,9,1,0.7766548762001011,375.142663488382,223.74121260443826,709.0190470537161,364.52610788858686,256.9751056091935,602.0879726545129
7,52.0,343.5236015383837,201.50160300098665,647.4575955968498,366.63082636054247,233.99185090705305,570.6687578702639,1.0,1.0,3.001580440901657,1.0,1.0,3.461164016384968,9,1,0.6892596454640251,498.3950588128743,292.344988317619,939.3522453515567,531.9197616940396,339.4828820270255,827.9445367588246
8,53.0,452.2810279778346,235.4300839812064,861.3859648585728,629.7092429164109,343.2285758848343,1619.9489756556077,1.581013257020075,1.0,5.842393537409401,1.0,1.0,6.368505149451518,9,1,0.5145693243675953,878.9506225107513,457.52840838413664,1673.9940063804124,1223.7597794822345,667.0210594202473,3148.164686354986
9,54.0,907.3093173644196,508.5795512780842,1585.0756231479054,902.6640851207768,706.8060926434503,1095.8614656097425,1.04219710216423,1.0,2.890041872762629,1.0,1.0,2.890490435152456,9,1,0.5390271493212669,1683.2349140611689,943.5137950258687,2940.6229818735537,1674.6171064989858,1311.2625097519624,2033.0357515194385
10,55.0,1529.2907648498926,882.993092243404,2510.1647475254463,1575.491722374833,1285.248262449793,2100.4767767442977,1.4293341756162508,1.0,5.239766633684837,1.2832873626475256,1.0,5.313510319523567,9,1,0.7322274881516587,2088.545963646132,1205.8999512191474,3428.1214351318395,2151.642416964982,1755.258144834345,2868.6122970423744
11,56.0,1595.838710490441,898.7063543413487,2911.023202856596,1669.741646142124,1241.7868227694842,2555.2900073931683,1.0,1.0,1.788488689133046,1.0,1.0,1.6672627737474297,9,1,0.6764807758919293,2359.030392824323,1328.502429587032,4303.186885123908,2468.2765654952955,1835.657223418075,3777.328341702036
12,57.0,2630.3961768748927,1532.496577460975,4555.082060361713,2740.602605776619,2218.969317946524,3411.510064875752,1.0,1.0,2.1647757361837305,1.0,1.0,2.1393778128127408,9,1,0.8211229946524065,3203.413123253695,1866.342298829061,5547.3809527036165,3337.6274000666085,2702.359247515467,4154.688258754579
13,58.0,2993.738428832756,1797.7967838778864,5143.2624765169785,2907.369812819792,2181.978634884477,3681.3118357062494,2.8444924694012066,1.0,4.104166391985355,2.5835707571710245,1.0,4.066567353640142,9,1,0.7913704339298848,3782.979879556633,2271.751264385966,6499.184523455005,3673.84184215983,2757.21525764987,4651.818766371062
